Name,Type,Cuisine,Address,District,Rating,Average
Hoa_Bay_-_Tra_Sua_&_My_Cay,Bistro,Vietnamese,"10/9C_Doan_Nguyen_Tuan,_Xa_Tan_Quy_Tay",Binh_Chanh,4.3,25000
Quan_An_So_1_-_Trung_Son,Bistro,Vietnamese,"68_KDC_Trung_Son,_Duong_So_9",Binh_Chanh,3.7,17500
Banh_Mi_Truong_An,Bakery,Vietnamese,"A12/36_Quoc_Lo_50,_Xa_Phong_Phu",Binh_Chanh,3.4,12500
Song_Huy_-_CLB_Cafe_Chim_Canh,Cafe,Vietnamese,"2_Duong_So_1C,_P._Binh_Hung",Binh_Chanh,4.15,29500
Hu_Tieu_Binh_Dan_-_Tran_Dai_Nghia,Bistro,Vietnamese,B19/402_Tran_Dai_Nghia,Binh_Chanh,3.65,12500
Cool_-_Sinh_To_&_Cafe,Cafe,Vietnamese,C8/4B1_Pham_Hung,Binh_Chanh,4.65,17500
Banh_Ngot_-_Pham_Hung,Restaurant,Vietnamese,"C5/10BA9_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.6,20000
Tan_An_-_Lo_Banh_Mi_Dac_Ruot,Bakery,Vietnamese,"A11/4_Quoc_Lo_50,_Xa_Binh_Hung",Binh_Chanh,3.5,135000
Khang_-_Tra_Sua_Dai_Loan_&_Bap_Rim_Kho_Bo,Restaurant,Vietnamese,"F7/20A_Duong_So_6B,_Xa_Vinh_Loc_B",Binh_Chanh,3.65,15000
Bo_La_Lot_Xuan_Cuong,Bistro,Vietnamese,"D5/35_Quoc_Lo_50,_Xa_Phong_Phu",Binh_Chanh,3.5,20000
Subi_-_Nuoc_Cot_Bi_Dao_-_Quoc_Lo_50,Restaurant,Vietnamese,"A11/2_Quoc_Lo_50,_Xa_Binh_Hung",Binh_Chanh,4.4,15000
Tra_Sua_&_Sinh_To,Restaurant,Vietnamese,"C3/19A_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.4,15000
Chao_Long_Chanh_Ot,Restaurant,Vietnamese,"C5/13_Pham_Hung,_P._Binh_Hung",Binh_Chanh,4.7,20000
Hu_Tieu_-_Duong_So_1,Bistro,Vietnamese,"Duong_So_1,_Xa_Binh_Hung",Binh_Chanh,3.5,12500
Tyrex_Coffee,Cafe,Vietnamese,"100_-_102_Duong_So_9A,_KDC_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,3.35,22500
Hien_Ky_Mi_Gia,Bistro,Chinese,"245_Duong_So_9A,_KDC_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,3.35,37500
Nuoc_Thao_Moc_Nhu_Y,Restaurant,Vietnamese,"C19_Duong_So_9,_Xa_Binh_Hung",Binh_Chanh,4.9,17500
Cafe_Lam_Son,Cafe,Vietnamese,"B5/121_Quoc_Lo_50,_Xa_Phong_Phu",Binh_Chanh,4.2,37500
Thanh_Huy_2_-_Tra_Sua_&_Sinh_To,Cafe,Vietnamese,B12/5_Tran_Dai_Nghia,Binh_Chanh,3.9,15000
Phuong_Nam_Cafe_-_Tran_Dai_Nghia,Cafe,Vietnamese,16B6F_Tran_Dai_Nghia,Binh_Chanh,3.9,12500
"Bun_Rieu_Cua,_Hu_Tieu_&_Canh_Bun",Bistro,Vietnamese,"Hem_51_Pham_Hung,_P._Binh_Hung",Binh_Chanh,3.9,20000
Coffee_77,Cafe,Vietnamese,"318_Cao_Lo,_P._4",Binh_Chanh,3.9,11000
Ga_Ran_Momo,Restaurant,Vietnamese,D9/5_Duong_Dinh_Cuc,Binh_Chanh,3.2,59500
Simon_-_Coffee_&_Milk_Tea,Cafe,Vietnamese,313A7/12_Ap_1,Binh_Chanh,3.2,20000
Light_Coffee_-_Ca_Phe_Da_Tinh_Khiet_-_Duong_So_6,Cafe,Vietnamese,"21_Duong_So_6,_KDC_Greenlife_13C,_Xa_Phong_Phu",Binh_Chanh,4.1,20000
Phuong_Dong_Coffee,Cafe,Vietnamese,"Quoc_Lo_50,_Xa_Phong_Phu",Binh_Chanh,3.8,20000
Banh_Trang_Ba_So,Restaurant,Vietnamese,"F8/34_Ap_6,_Vinh_Loc,_Xa_Vinh_Loc_A",Binh_Chanh,3.8,15000
Saka_-_Tra_Sua_&_Mi_Cay,Bistro,Vietnamese,"C1/3L_Bui_Thanh_Khiet,_TT._Tan_Tuc",Binh_Chanh,3.8,27500
Quan_Chay_Tinh_Tam_Sen_-_Binh_Chanh,Restaurant,Vietnamese,"A26/8_Quoc_Lo_50,_P._Binh_Hung",Binh_Chanh,3.8,85000
Quan_Hu_Tieu_Anh_Cuong,Bistro,Vietnamese,"E10/3_Dinh_Van_Uoc,_Xa_Hung_Long",Binh_Chanh,3.45,20000
ChaCha_Tea_&_Food,Cafe,Vietnamese,"Cho_Phong_Phu,_Quoc_Lo_50",Binh_Chanh,3.45,30000
Che_Thanh_Thao,Restaurant,Vietnamese,"B4/34B_Vo_Van_Van,_Ap_Vinh_Loc_B",Binh_Chanh,3.45,15000
Bun_Dau_A_Boo,Bistro,Vietnamese,"75_Duong_So_5,_KDC_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,3.45,45000
Banh_Mi_Ngoc_Thu,Restaurant,Vietnamese,1542_Tran_Dai_Nghia,Binh_Chanh,4.25,15000
"Minh_229_-_Lau_Bo,_Lau_Hai_San_&_Cac_Mon_Nhau_Binh_Dan",Bistro,Vietnamese,"227_Duong_So_9A,_Xa_Binh_Hung",Binh_Chanh,4.25,102500
Quan_Ngoc_-_Tra_Sua_&_An_Vat,Cafe,Vietnamese,"44_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,4.25,12500
Banh_Trang_Kim_Ngan_-_Shop_Online,Restaurant,Vietnamese,"C11/37A4_Pham_Hung,_X._Binh_Hung",Binh_Chanh,4.25,30000
Mi_Cay_Te_Lua_-_Tran_Van_Giau,Bistro,Vietnamese,2A3_Tran_Van_Giau,Binh_Chanh,3.3,30000
Quan_Dung_-_Chan_Ga_&_Bach_Tuoc_Nuong,Restaurant,Vietnamese,27-29-31_Duong_So_9A,Binh_Chanh,3.3,17500
Napoli_Coffee_-_Duong_So_18,Cafe,Vietnamese,"26_Duong_So_18,_Khu_Dan_Cu_Him_Lam_6A",Binh_Chanh,3.3,25000
Banh_Trang_Co_Kieu,Restaurant,Vietnamese,"F7/29I_Huong_Lo_80,_Xa_Vinh_Loc_A",Binh_Chanh,3.95,15000
Che_Thai_Tuyet_Van,Cafe,Vietnamese,D6/6_Nguyen_Thi_Tu,Binh_Chanh,3.95,12500
Lucky_Tea_-_Tra_Sua_&_Sinh_To,Cafe,Vietnamese,"C4/20_Pham_Hung,_Ap_4,_Xa_Binh_Hung",Binh_Chanh,3.15,16000
Hao_Hao_-_Tra_Sua_&_Tra_Bi_Dao,Restaurant,Vietnamese,"C1/26_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.15,10000
Tra_Sua_Doraemon_-_Duong_Lien_Ap,Cafe,Vietnamese,"Duong_Lien_Ap_1-2-3,_Xa_Vinh_Loc_B",Binh_Chanh,3.15,22500
Mr.Rubi_To_-_Tra_Sua,Restaurant,Vietnamese,"C7/27B8_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.15,17500
Ntigi_Coffee_&_Flowers,Cafe,Vietnamese,"G8/26_Tran_Van_Giau,_Xa_Le_Minh_Xuan",Binh_Chanh,3.15,17999
Cafe_117,Cafe,Vietnamese,B3/2K8_Ap_2,Binh_Chanh,3.15,15000
"Bot_Chien,_Hu_Tieu_Xao_&_Mi_Xao",Restaurant,Vietnamese,"146_Pham_Hung,_P._Binh_Hung",Binh_Chanh,3.15,20000
Sinh_To_&_Nuoc_Ep_-_Quoc_Lo_50,Cafe,Vietnamese,A11/09D_Quoc_Lo_50,Binh_Chanh,3.15,12500
Trai_Cay_To_Suri,Restaurant,Vietnamese,"C7/7A1_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.6,16000
Freshway_-_Food_&_Drink,Cafe,Vietnamese,"157_-_159_Duong_9A,_Xa_Binh_Hung",Binh_Chanh,4.8,61000
Tra_Sua_Kim_-_Duong_So_1,Restaurant,Vietnamese,"171_Duong_So_1,_Xa_Binh_Hung",Binh_Chanh,4,24500
Loi_Xua_Cafe,Cafe,Vietnamese,"27_-_29_Duong_So__1B,_KDC_Trung_Son",Binh_Chanh,3.9,28500
Ngoc_Van_Cafe_San_Vuon,Cafe,Vietnamese,"B14/10C_Cay_Cam,_Ap_2,_Xa_Vinh_Loc_B",Binh_Chanh,4.6,15000
Canh_Bun_-_Hoang_Phan_Thai,Bistro,Vietnamese,Hoang_Phan_Thai,Binh_Chanh,3.25,14500
Napoli_Coffee_-_Pham_Hung,Cafe,Vietnamese,Sieu_Thi_Satra_Pham_Hung,Binh_Chanh,3.6,13500
Ahihi_-_Tra_Sua_&_An_Vat_-_Huynh_Van_Tri,Restaurant,Vietnamese,Huynh_Van_Tri,Binh_Chanh,3.9,31000
Banh_Mi_Hong_Lan,Restaurant,Vietnamese,"C1/18_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.65,16000
Chao_Dinh_Duong_Viet_Soup_-_QL_50,Bistro,Vietnamese,"A6/16_Quoc_Lo_50,_Binh_Hung",Binh_Chanh,4.5,21000
LiBiCha_-_Milk_Tea_&_Coffee,Cafe,Vietnamese,"F9/18A2_Huong_Lo_80,_Xa_Vinh_Loc_A",Binh_Chanh,3.65,23500
Banh_Mi_Trung_&_Cha_-_Duong_So_9A,Restaurant,Vietnamese,309_Duong_So_9A,Binh_Chanh,3.9,13500
Quan_An_Tam_Ky_-_Bui_Thanh_Khiet,Bistro,Vietnamese,"145_Bui_Thanh_Khiet,_TT._Tan_Tuc",Binh_Chanh,3.8,28500
Alo_Mi_Cay,Bistro,Vietnamese,"106_Duong_So_7,_KDC._Trung_Son",Binh_Chanh,3.9,33500
Hi_Tea_-_Tra_Sua_Delivery,Cafe,Vietnamese,"P8_-_16_Duong_So_4,_KDC_6B_Intresco",Binh_Chanh,3.9,21000
Bo_Ne_-_C1/52_Pham_Hung,Bistro,Vietnamese,C1/52_Pham_Hung,Binh_Chanh,4,19500
4_Mua_Cafe,Cafe,Vietnamese,"Duong_So_4,_P._Binh_Hung",Binh_Chanh,3.2,13500
Sang_Cafe,Cafe,Vietnamese,"253_Duong_So_9A,_KDC_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,3.8,23500
Lucky_Cafe_-_Duong_So_10,Cafe,Vietnamese,"46_Duong_So_10,_KDC_Binh_Hung",Binh_Chanh,2.9,23500
Pappa_Roti_-_Satra_Pham_Hung,Restaurant,Malaysian,"C7/27B8_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.95,16000
Tra_Sua_Thai_Nha_Lam_-_Shop_Online,Restaurant,Thailand,"Hem_C3_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.15,13500
Hoi_An_Pho_Coffee,Cafe,Vietnamese,"D15/24H_Vo_Van_Van,_Ap_4,_X._Vinh_Loc_B",Binh_Chanh,3.15,13500
Lo_Banh_Mi_Hoang_Hao,Bakery,Vietnamese,"C10/3A_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.4,136500
Sanh_Ca_Phe,Cafe,Vietnamese,"62_Duong_So_9A,_Xa_Binh_Hung",Binh_Chanh,3.95,26500
Si_Gon_Cafe,Cafe,Vietnamese,"Duong_So_5,_Xa_Binh_Hung",Binh_Chanh,3.95,19000
Dat_Sai_Gon_Cafe_-_Duong_So_5,Cafe,Vietnamese,8_Duong_So_5,Binh_Chanh,3.9,19500
The_Feine_Cafe,Cafe,Vietnamese,"33_Duong_So_4,_KDC_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,3.65,22500
1999_Steak_-_Nha_Hang_Beef_Steak,Bistro,Vietnamese,"28_Duong_So_7,_Xa_Binh_Hung",Binh_Chanh,4.5,107500
Quan_333_-_Com_Binh_Dan,Bistro,Vietnamese,"D20/28_Vo_Van_Van,_Ap_4,_Xa_Vinh_Loc_B",Binh_Chanh,3.25,17500
BOSS_Karaoke_&_Restaurant,Restaurant,Vietnamese,"Lau_3,_4_Toa_Nha_SISC,_27_-_29_-_31_Duong_So_9A,_KDC_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,3.95,882500
Xien_Que_&_Lau_Nuong_-_KDC_Trung_Son,Bistro,Vietnamese,"Khu_Dan_Cu_Trung_Son,_Binh_Hung",Binh_Chanh,3.2,97500
Aqua_Tea_&_Coffee,Cafe,Vietnamese,"9A_Duong_So_2A,_Khu_Dan_Cu_Intresco",Binh_Chanh,3.6,17500
Lam_Lam_Mi_Gia,Bistro,Chinese,65_Duong_So_9A,Binh_Chanh,3.35,22500
No71_Food_Market_-_Thien_Duong_Am_Thuc_Chau_A,Bistro,Vietnamese,C3/6_Pham_Hung,Binh_Chanh,3.8,82500
Sua_Chua_-_Doc_Quyen_&_Deo_Min_-_Centre_Mall_Pham_Hung,Bakery,Asian,"Tang_3_Centre_Mall_Pham_Hung,_C6/27_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,4.25,25000
Canh_Dieu_Cafe,Cafe,Vietnamese,"C7/19_Ap_3,_Xa_Binh_Hung",Binh_Chanh,3.35,35000
Quan_Bia_Set_65_-_Lau_Cua_&_Cua_Hap,Bistro,Vietnamese,"65_Duong_So_9A,_KDC_Trung_Son",Binh_Chanh,3.05,55000
Gear_Up_Cafe,Cafe,Vietnamese,"66_Duong_So_9,_Khu_Dan_Cu_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,4.65,27500
Lang_Nuong_Mien_Tay_-_Quoc_Lo_50,Restaurant,Vietnamese,"A11/13A_Quoc_Lo_50,_Xa_Binh_Hung",Binh_Chanh,4.4,182500
Khanh_Ly_-_Banh_Uot_&_Banh_Cuon,Bistro,Vietnamese,"C3/14_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.8,18500
Chao_Gan_Bo_5_Chi_Em,Bistro,Vietnamese,C5/10B_Binh_Hung,Binh_Chanh,3.7,17500
Xin_Chao_Cafe,Cafe,Vietnamese,"KP3,_Thi_Tran_Tan_Tuc",Binh_Chanh,3.75,22500
Quan_Oc_Cu_Bo,Bistro,Vietnamese,"A3/14_Vo_Van_Van,_Xa_Vinh_Loc_B",Binh_Chanh,4.7,22500
Phong_Van_-_Cafe_San_Vuon,Cafe,Vietnamese,Duong_Kenh_C,Binh_Chanh,3.35,17500
Com_Tam_&_Bun_Thit_Nuong_-_Quan_An_Binh_Dan,Bistro,Vietnamese,"Hem_C6_Pham_Hung,_Ap_4A",Binh_Chanh,3.8,17500
Cat_Tuong_Coffee_-_Duong_So_1A,Cafe,Vietnamese,"19_Duong_So_1A,_KDC_Greenlife_13C_Nguyen_Van_Linh,_Xa_Phong_Phu",Binh_Chanh,4.6,27500
Bo_To_Nam_Sanh_19_-_Quoc_Lo_50,Bistro,Vietnamese,"E4/111A_Quoc_Lo_50,_P._5",Binh_Chanh,3.65,107500
Rampot_-_The_Gioi_Am_Thuc_Ngon_Bo_Re,Bistro,Vietnamese,"Kiot_1_No71_FoodMarket,_C3/6_Pham_Hung",Binh_Chanh,3.35,157000
Fresh_Milk_-_Shop_Online,Restaurant,Vietnamese,"C3/1D3_Pham_Hung,_P._Binh_Hung",Binh_Chanh,4.1,15000
Que_Huong_-_Quan_Com,Bistro,Vietnamese,C6A/3F_Vo_Van_Van,Binh_Chanh,3.65,17500
Thai_Cafe,Cafe,Vietnamese,"94_Duong_So_1,_KDC_Trung_Son",Binh_Chanh,3.5,32500
Don_Vi_Toi_-_Cafe_Racer,Cafe,Vietnamese,G2/16_Tran_Van_Giau,Binh_Chanh,4.6,432500
Hong_Ha_Coffee_Shisha_-_Duong_10,Cafe,Vietnamese,"11_Duong_So_10,_Khu_Trung_Son",Binh_Chanh,4,57500
Banh_Cuon_Tay_Son_-_Shop_Online,Restaurant,Vietnamese,"Phan_Thi_Tu,_Xa_Vinh_Loc_A",Binh_Chanh,5,17500
Milano_Coffee_-_Huynh_Van_Tri,Cafe,Vietnamese,"D12/17_Huynh_Van_Tri,_Ap_4,_Xa_Binh_Chanh",Binh_Chanh,5,32500
Bun_Ca_Chau_Doc_Co_Hue,Bistro,Vietnamese,"C3/21A_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.6,15000
